run,maxOpenCanopiesBelow1000Ft,maxOpenCanopiesBelow500Ft,minHorizontalSeparationFt,fullyOpenAltitudeMinFt,fullyOpenAltitudeMaxFt,fullyOpenAltitudeSpreadFt,canopyCongestionScore,canopyCollisionExposurePairSeconds,estimatedCanopyCollisionRiskPer10k
525,8,5,0.18750428319388987,2720.3875088141895,3238.270173056943,517.8826642427534,0,46.34,0.93
526,8,6,0.032233730287209154,2740.348621580711,3134.92071527377,394.57209369305883,32.2,56.54,1.13
527,8,4,0.09414652094820783,2806.6908253359225,3158.458423074833,351.76759773891035,68.55,112.76,2.25
528,6,5,0.09592203658829215,2654.678365944614,3088.565245441543,433.88687949692894,32,49.41,0.99
529,8,4,0.33022274222747716,2751.1592046199216,3104.6570976545663,353.4978930346447,0,89.06,1.78
530,5,4,0.821662056122751,2683.9495797757045,3158.5749797695757,474.62539999387127,39.3,103.05,2.06
531,8,7,0.05500079269180968,2832.06573149533,3163.124881073199,331.059149577869,0,41.43,0.83
532,8,5,0.06248813970641872,2800.3907138459244,3191.727765827048,391.33705198112375,9.45,39.22,0.78
533,8,5,0.13207359495851054,2757.5845822146493,3065.8266698856673,308.242087671018,0,8.76,0.18
534,7,6,0.27983866514669886,2864.659697003178,3196.644748587547,331.9850515843691,31.3,53.8,1.08
535,6,4,1.0617387356482635,2702.5048257145563,3199.942433783175,497.43760806861883,0,0,0
536,8,5,0.012066522978051783,2632.8959021056085,3196.3759419498824,563.480039844274,30.95,59.46,1.19
537,7,5,0.4164136052496038,2665.0908754741845,3267.3421955441445,602.25132006996,29.6,50.51,1.01
538,5,4,1.0519163968898064,2744.096702402281,3181.8852435525237,437.7885411502425,0,3,0.06
539,7,5,0.05987746806049728,2518.9452162728526,3113.128691489564,594.1834752167115,0,26.72,0.53
540,8,5,0.06929714179163685,2756.0199493805194,3212.0123670827547,455.99241770223534,44.4,60.65,1.21
541,8,4,0.1542142252404419,2836.8992478357827,3216.0955421041617,379.196294268379,2,40.74,0.81
542,7,4,0.1579099672184613,2884.003580067666,3226.1989276523786,342.19534758471264,30.6,29.69,0.59
543,6,5,0.10063913272088829,2789.564688776379,3300.231999988447,510.66731121206794,3.5,45.88,0.92
544,7,6,0.6619734556605227,2599.3499512882318,3147.2179659719454,547.8680146837137,36.7,75.87,1.52
545,7,5,0.06938544657662006,2802.6962625611723,3197.4557554481667,394.7594928869944,19.45,17.9,0.36
546,7,5,0.0977027840927049,2764.824559534152,3123.7039697409978,358.87941020684593,8.7,76.3,1.53
547,5,4,0.451560047986441,2765.3338411105296,3072.1477851574723,306.81394404694265,0,0,0
548,7,5,0.12160785957535945,2807.7116498420814,3117.366226599901,309.65457675781954,44.15,107.94,2.16
549,7,5,0.0421026983468679,2682.203623778701,3158.149967527194,475.94634374849284,57.25,69.87,1.4
550,8,7,0.21323815174210758,2764.1780090714888,3099.878235237263,335.70022616577444,90.9,246.11,4.92
551,7,4,0.08289897206613808,2756.9057591667324,3201.7246007334643,444.81884156673186,52,120.46,2.41
552,7,4,0.07572725002244754,2723.9964830113836,3239.1478897157813,515.1514067043977,0,2.38,0.05
553,7,5,0.0048539670727848405,2915.661805407997,3210.7001106453286,295.03830523733177,0,46.34,0.93
554,7,6,0.24013047843827362,2776.9059870556885,3075.1098921723187,298.20390511663027,26.1,57.2,1.14
555,6,5,0.15358653443551545,2579.8969299563555,3063.9771030987954,484.0801731424399,36.15,75.05,1.5
556,7,5,0.004414970538868698,2774.7297993998063,3169.926326058752,395.19652665894546,28.75,75.67,1.51
557,7,6,0.15410699889151047,2841.9402469957627,3110.752461147014,268.8122141512513,33.2,79.41,1.59
558,5,3,0.0401783710120252,2760.3607190311723,3111.2340865000842,350.87336746891197,1.45,19.86,0.4
559,8,5,0.15892781930560307,2745.7536413142902,3084.7592576603124,339.0056163460222,15.15,44.1,0.88
560,8,5,0.09621654522412985,2631.913242364238,3012.8181641796346,380.9049218153964,14.15,44.26,0.89
561,8,6,0.06402086354687603,2777.705688493158,3127.5954195939025,349.8897311007445,5.75,63.55,1.27
562,8,7,0.19655191556617727,2704.8356586351747,3210.6620671929486,505.8264085577739,18.65,51.63,1.03
563,8,4,0.08686323751197568,2606.9501116377774,3170.4975691297705,563.5474574919931,18.85,30.1,0.6
564,8,7,0.09306902117891587,2810.600702462969,3144.3412905392142,333.74058807624533,94.8,166.95,3.34
565,7,4,0.028763294123626625,2802.593228625465,3255.68824168173,453.09501305626463,16.55,90.04,1.8
566,5,4,0.3201015106041971,2735.1901549079907,3188.199917934546,453.00976302655545,29.3,59.95,1.2
567,5,4,0.746123034310668,2717.5744535391646,3044.0777409222383,326.5032873830737,29.15,52.92,1.06
568,6,4,0.6060120692938615,2792.8064621142316,3194.6446255104165,401.8381633961849,0,0.3,0.01
569,8,5,0.04548911093400336,2801.3216215560547,3143.8232313186863,342.5016097626317,35.5,63.32,1.27
570,8,6,0.16517437703466295,2682.5574578752758,3212.819682367029,530.2622244917534,15.9,63.36,1.27
571,7,5,0.5162909740994023,2765.4536284116716,3133.760499640143,368.3068712284712,28.25,87.29,1.75
572,6,4,0.016269735560029263,2778.5224109813134,3078.493050867004,299.9706398856906,53.6,67.01,1.34
573,6,4,0.8083528675465838,2817.962528207279,3128.760192065939,310.79766385866014,0,0,0
574,6,4,0.011404501142718383,2714.7131515812507,3163.7353276887984,449.0221761075477,0,0,0
575,6,5,0.09365063208883033,2837.3473139347484,3110.9717806231174,273.624466688369,52,54.28,1.09
576,6,4,0.14753699270151593,2707.6726529934185,3061.4245320306,353.7518790371814,0,0,0
577,6,5,0.03482615506270594,2764.759807955902,3079.131223076685,314.3714151207828,6.15,46.02,0.92
578,8,6,0.06611977946001718,2865.0759389606374,3283.4876047019093,418.4116657412719,65.9,84.97,1.7
579,6,4,0.5202017209438258,2760.125224135169,3206.712891094104,446.5876669589352,7,32.8,0.66
580,8,5,0.16802405781950397,2751.304075119371,3117.587998661513,366.283923542142,0,50.1,1
581,7,5,0.07897436496609764,2615.2769090692004,3215.5656896788128,600.2887806096123,37.85,85.15,1.7
582,8,5,0.05139579222601227,2869.2066904937515,3142.4903646953267,273.2836742015752,62,177.65,3.55
583,7,5,0.48419205684315636,2815.1137894072413,3208.350612775417,393.2368233681759,0.4,13.12,0.26
584,6,4,0.10323105070541543,2801.9917630902937,3218.8747926633737,416.88302957307997,58.05,59.87,1.2
585,6,3,0.46609476613416295,2731.297376524013,3343.877813538059,612.5804370140459,0.55,15.99,0.32
586,7,4,0.18664293240783325,2675.5962352626298,3168.6105897218918,493.014354459262,45.3,118.5,2.37
587,8,7,0.041412252485287196,2839.6116081716177,3148.0978343970723,308.48622622545463,60.55,139.66,2.79
588,8,5,0.3129833015074178,2787.833461166347,3174.119264797695,386.2858036313478,0,26.8,0.54
589,6,4,0.1461959310879121,2842.500924810322,3085.954917769805,243.453992959483,5.65,28.3,0.57
590,5,4,0.4157352578443165,2781.886605706821,3105.2014339722396,323.3148282654188,0,0,0
591,6,4,0.9749716648468814,2626.931981089298,3174.049453033718,547.1174719444198,19.45,57.02,1.14
592,7,4,0.6930775056559998,2802.0437286801935,3126.592227623887,324.54849894369363,20.3,62.69,1.25
593,7,4,0.9089343998768498,2726.751985061796,3151.4267047659705,424.67471970417455,25.65,77.5,1.55
594,7,4,1.0397011511208918,2735.701141519157,3141.318344477578,405.61720295842133,42.5,72.43,1.45
595,9,7,0.043466212309556364,2716.4676781593594,3081.6112869730055,365.1436088136461,82.05,221.38,4.43
596,8,6,0.2175882667617127,2699.761571405413,3095.1385186642265,395.3769472588133,20.55,107.6,2.15
597,7,5,0.06711045977013404,2749.806531322232,3324.247468258133,574.4409369359009,50.65,51.26,1.03
598,7,5,0.003959310379838784,2820.6801062690397,3206.734358872312,386.0542526032723,1.95,50.51,1.01
599,7,5,0.31938459881298603,2807.350930462655,3162.2975562280717,354.9466257654167,7.35,71.77,1.44
600,8,5,0.28731174348650396,2643.2094673386473,3270.5771381724558,627.3676708338085,36.5,44.78,0.9
601,6,4,0.25425053776202794,2760.70427486316,3198.4595777144887,437.75530285132845,17,15.21,0.3
602,5,4,0.013582496486294213,2748.375377385017,3199.5531577119373,451.17778032692013,5.5,0,0
603,8,5,1.1638867094255414,2681.333966290012,3227.4347199854233,546.1007536954112,0,13.07,0.26
604,7,4,0.054344206533379506,2850.4515433170545,3417.960270032955,567.5087267159006,38.7,59.04,1.18
605,8,5,0.5111582264171249,2598.451406478393,3181.3090932645714,582.8576867861784,7.75,53.29,1.07
606,7,7,0.11533723981803781,2655.4879423391108,3197.395439995468,541.9074976563575,9.1,49.22,0.98
607,6,4,0.8788125432752861,2688.667987882688,3258.6460238795466,569.9780359968586,4.5,24.09,0.48
608,7,6,0.0945942172722686,2803.696433743687,3108.9636750948716,305.26724135118457,96.6,152.13,3.04
609,7,5,0.2772965963506292,2751.047451926451,3151.7108374758304,400.66338554937965,10.95,47.84,0.96
610,6,4,0.3230255716993597,2750.6380071046087,3111.935498577748,361.2974914731394,3,31.41,0.63
611,8,4,0.09254591712994971,2807.2547281809584,3198.693838488405,391.43911030744675,5.45,65.74,1.31
612,8,7,0.025843546598391096,2739.955588306865,3123.820852327285,383.86526402042,51.75,166.29,3.33
613,9,6,0.2914511680943602,2860.518635832768,3205.49779951196,344.97916367919197,1.6,42.61,0.85
614,7,6,0.04333570667686909,2751.5887221114685,3039.3991576269755,287.8104355155069,60.6,63.68,1.27
615,8,6,0.06196463181591959,2826.4297243375127,3177.5611798912278,351.1314555537151,11.35,59.39,1.19
616,5,3,0.03739778114641668,2842.194298370652,3145.662682778939,303.46838440828697,12.75,35.09,0.7
617,7,4,0.231332947041611,2719.3495975246365,3167.076542406466,447.7269448818297,22.4,41.5,0.83
618,7,5,0.10789013837142683,2730.987746738758,3136.4710144275214,405.4832676887636,43.55,56.04,1.12
619,5,3,0.023963493494910275,2569.703135581132,3093.8076753050022,524.1045397238704,0,0,0
620,6,4,0.06206974280285054,2796.9672654524,3128.306102912049,331.33883745964886,55.6,52.87,1.06
621,6,5,0.15370965895231511,2732.287410486121,3232.4551416396234,500.16773115350225,25.85,49.31,0.99
622,8,6,0.021177728052052983,2739.4898501047396,3199.400312026304,459.91046192156455,94.4,151.03,3.02
623,7,5,0.28817121005121665,2724.631763334994,3113.401256361609,388.7694930266148,0,14.88,0.3
624,6,4,0.3649375544950429,2620.3254340016692,3244.5122750892074,624.1868410875381,6.15,28.85,0.58
625,6,4,0.959047730315119,2774.543598072849,3068.2034162357163,293.6598181628674,0,0,0
626,7,5,0.577539334678703,2703.2476172903553,3207.6288810453916,504.38126375503634,30.1,55.71,1.11
627,7,4,1.132993988502241,2799.667093896767,3152.125422789593,352.4583288928261,18.8,74.66,1.49
628,6,4,0.3680267002021294,2679.7162742735272,3173.0380175070886,493.3217432335614,1.3,14.89,0.3
629,6,4,0.5070757651942254,2750.29842992883,3063.565531474572,313.26710154574175,5.15,26.26,0.53
630,7,5,0.001308828104420363,2667.1317233457657,3189.362206181333,522.2304828355673,6.4,36.36,0.73
631,6,4,0.21230722246389952,2733.7616556350513,3265.390011523099,531.6283558880477,6.25,63.5,1.27
632,6,5,0.38488658772398665,2820.1318090681834,3277.0691828333906,456.9373737652072,0,52,1.04
633,8,6,0.1368627145566437,2824.260381943136,3086.099415210933,261.8390332677968,3.1,19.12,0.38
634,8,5,0.9694355735137716,2796.1260538503193,3142.1006743804583,345.97462053013896,21.3,2.59,0.05
635,7,4,0.07454237887704344,2640.3482528592303,3132.8196036655727,492.47135080634234,44.65,44.63,0.89
636,7,5,0.5693916695371283,2722.9374745220907,3090.192499020394,367.2550244983031,0.25,11.39,0.23
637,7,5,0.023005942931555057,2708.8249201686144,3276.581064555944,567.7561443873296,26,55.09,1.1
638,8,5,0.23206769937954913,2801.7817753325107,3200.749826197275,398.96805086476434,43.25,105.25,2.1
639,9,6,0.0021705662052564304,2788.637226091911,3215.523738900347,426.8865128084358,31.8,60.4,1.21
640,6,4,0.3307943949648101,2750.143119158358,3276.9618219719437,526.8187028135858,0,45.48,0.91
641,7,4,1.139369853287784,2731.0069105163157,3131.9226691314248,400.9157586151091,7.4,36.16,0.72
642,6,4,0.09667461951103666,2855.012539746858,3243.356478787427,388.34393904056924,34.05,56.59,1.13
643,7,5,0.3131911210467515,2648.9796982053367,3107.2375696654717,458.257871460135,35.65,130.91,2.62
644,4,3,0.13351425873653627,2726.123565493156,3097.1215420995527,370.9979766063966,3.7,40.04,0.8
645,7,5,0.018702284036356622,2800.688641683248,3120.0790114418073,319.39036975855925,14.05,56.68,1.13
646,8,6,0.002450513422603359,2785.7959250896474,3143.0216752963042,357.2257502066568,72.7,132.66,2.65
647,8,5,0.22848747831568977,2663.7473803803728,3183.832883904916,520.0855035245431,3.05,49.37,0.99
648,7,4,0.10415122634247302,2802.2465528365065,3148.899933061484,346.65338022497735,14.35,8.67,0.17
649,9,5,0.0595437949877964,2838.05471002622,3074.9890658030326,236.93435577681248,25.9,127.5,2.55
650,6,4,0.18579166305501205,2748.9474247903277,3077.716590231433,328.76916544110554,0,0.75,0.01
651,6,4,0.1298499158288485,2748.945347275763,3215.06032619668,466.11497892091666,0,0,0
652,7,6,0.28394854808785114,2741.877736069871,3113.469006902552,371.59127083268095,45,50.55,1.01
653,6,5,0.025228192521033005,2843.844873498906,3308.4423529113787,464.5974794124727,64.8,55.95,1.12
654,7,4,0.014158622848682705,2820.8774865299292,3325.867064160457,504.98957763052795,4.45,16.38,0.33
655,5,4,1.1389113709882162,2802.887405830627,3188.5665802242715,385.67917439364464,0,19.95,0.4
656,7,5,0.12308492808531467,2641.7751296491624,3121.101119827367,479.3259901782044,56.65,50.92,1.02
657,7,5,0.15410651092637995,2587.4404672342466,3151.3126557473256,563.872188513079,5.95,46.26,0.93
658,6,4,0.7406421003189763,2687.8171228274464,3120.0915849072812,432.27446207983485,0,22.67,0.45
659,8,7,0.458959112887646,2770.8963277437397,3172.4854933470187,401.58916560327907,11.8,68.77,1.38
660,7,5,0.20297404793221538,2836.3097377696045,3300.030603713824,463.72086594421944,0,0.9,0.02
661,8,6,0.11687153061559288,2655.4717827801323,3264.7533000908793,609.281517310747,38.1,107.92,2.16
662,6,4,0.05979832143938846,2792.317896524815,3204.775366107604,412.45746958278914,42.25,44.72,0.89
663,5,4,0.3475802123157059,2784.9763781997913,3257.139541691157,472.1631634913656,5.65,26.7,0.53
664,8,4,0.3823008245971504,2747.4815695789475,3164.0582187610785,416.57664918213095,0,13.13,0.26
665,7,5,0.6505174140636367,2809.756143998027,3148.1773832748354,338.4212392768086,0,0,0
666,8,5,0.12096367270445836,2726.0831461195885,3091.2687481290595,365.18560200947104,98.6,230.57,4.61
667,8,5,0.012758120498488262,2615.8878699346255,3269.3555147982074,653.4676448635819,32.9,61.91,1.24
668,7,4,0.5599193878046272,2837.557474819457,3217.400216566209,379.8427417467519,2.35,83.07,1.66
669,9,5,0.16573002672920106,2656.71129402492,3061.8459961296494,405.1347021047295,59.05,106.61,2.13
670,7,5,0.13463074144091589,2714.3843756415063,3203.7540747481676,489.3696991066613,5.85,35.31,0.71
671,7,6,0.6133587008900105,2756.210188472601,3199.076929288497,442.8667408158958,22.9,95.77,1.92
672,6,4,0.3131767741152911,2854.9264280456773,3068.0017732932643,213.07534524758694,35.55,97.2,1.94
673,6,4,0.016113225538754935,2706.9710969797434,3183.7564187301,476.7853217503566,3.6,0,0
674,7,6,0.16239613825127633,2751.2923444083567,3120.3982869611605,369.10594255280375,39.6,61.71,1.23
675,7,5,0.030537975303707207,2794.1571365746404,3057.556935799688,263.39979922504745,2.5,54.09,1.08
676,6,4,0.33528160558376674,2656.744540725989,3202.7671795596293,546.0226388336405,0,0,0
677,7,5,1.1106037860902318,2735.65259742756,3190.327079044495,454.6744816169348,5.3,45.88,0.92
678,7,5,0.024408102452411495,2627.1692533188407,3128.4079995774237,501.238746258583,35.95,0,0
679,9,6,0.3265497252242333,2686.3701103880344,3038.521824703243,352.15171431520866,44.9,175.76,3.51
680,7,5,0.042373101489847624,2679.908581147765,3197.4039347283424,517.4953535805776,10.25,92.1,1.84
681,6,4,0.15858706615969267,2758.180879779855,3178.685193940827,420.50431416097217,26,45.53,0.91
682,7,5,0.5225497572592209,2716.507905993893,3186.7242417197617,470.2163357258687,18.85,48.71,0.97
683,6,3,0.1228707965106207,2678.9458873728945,3267.1726704906173,588.2267831177228,27.8,49.05,0.98
684,7,5,0.04192031975939515,2804.3834642352354,3130.9790412823545,326.59557704711915,0,0,0
685,6,4,0.7744058380143494,2699.0243666958595,3114.153687720636,415.12932102477635,5.6,0,0
686,6,5,0.5882845466483623,2613.8472738139276,3216.1113611919377,602.2640873780101,5.75,3.25,0.06
687,7,5,0.11515398858412468,2792.409028774017,3084.2268021466325,291.81777337261565,7.4,37.46,0.75
688,7,5,0.2851287639127243,2719.417681167793,3129.509505419993,410.0918242521998,0,66.23,1.32
689,5,4,0.16045098723536308,2822.4134572672683,3121.9110312808193,299.497574013551,27.45,27.12,0.54
690,6,5,0.6566353226896077,2772.7355228976885,3242.86330604544,470.1277831477514,17.2,49.8,1
691,8,6,0.0980371414572241,2649.7980731179437,3134.4115756365277,484.613502518584,44.15,91.63,1.83
692,7,4,0.8874622927353395,2799.596671871682,3077.2692386768513,277.6725668051695,29.45,54.48,1.09
693,8,6,0.11762293467587234,2672.437028160144,3148.2613012429374,475.8242730827933,65.45,86.19,1.72
694,7,6,0.4354143132574323,2736.2634124113797,2976.385851512526,240.12243910114648,0,5.27,0.11
695,8,5,0.04883082091343055,2742.499308877079,3167.507957584398,425.008648707319,123.95,171.32,3.43
696,8,7,0.30721081522972055,2562.950204263664,3073.6204993279566,510.67029506429253,50.4,88.63,1.77
697,8,5,0.00018046445770235445,2715.2200624364073,3113.7983123491736,398.5782499127663,113.25,161.21,3.22
698,9,5,1.0621762097539185,2735.3747456491774,3099.7013186020163,364.3265729528389,8.55,55.48,1.11
699,8,5,0.03762045827760405,2712.4932780053055,3094.745941906403,382.25266390109755,25.55,53.74,1.07
700,7,5,0.6106332210481498,2742.826416333241,3158.219967727298,415.3935513940569,19.4,106.51,2.13
701,7,5,0.6439178756957608,2714.262280081914,3065.537652915293,351.27537283337915,20.85,49.75,1
702,6,4,1.0096232143711372,2838.553883061569,3253.531724610964,414.9778415493947,0,0,0
703,7,6,0.22484856649026938,2608.649488008705,3139.006373750509,530.356885741804,10.55,79.1,1.58
704,8,7,0.0022476659369997562,2834.208244867796,2955.408137385287,121.19989251749075,68.6,231.38,4.63
705,5,4,0.8978032427012249,2813.399971780907,3124.1257698446907,310.7257980637837,0,0,0
706,5,3,0.6960616808176312,2785.5914612716147,3213.1605494903138,427.5690882186991,5.2,25.55,0.51
707,7,5,0.32075423192634506,2490.4820181935756,3168.1317222508965,677.6497040573208,2.35,61.82,1.24
708,7,4,0.12474723670346595,2736.81753017136,3133.7426363365275,396.92510616516756,68.05,130.68,2.61
709,7,5,0.7077374133110096,2822.9693734802063,3070.082718652516,247.1133451723099,26.85,82.17,1.64
710,6,4,0.23583300103399654,2662.7757906903835,3177.6023528357637,514.8265621453802,9.8,56,1.12
711,6,3,0.9293450558776242,2808.9965162979033,3088.307847911014,279.3113316131107,0,0,0
712,8,5,0.12162323395677999,2752.512283409399,3226.937120435914,474.424837026515,49.8,55.97,1.12
713,8,5,0.023090667987875457,2808.6053483475675,3082.4040441740885,273.798695826521,8.55,36.13,0.72
714,7,5,0.09032307099284857,2716.7034919134126,3148.5710159197356,431.86752400632304,7.1,35.25,0.71
715,7,6,0.7785109189836747,2735.6473591702693,3110.435952154622,374.7885929843528,0,9.39,0.19
716,6,4,0.9646604546887894,2720.0009958699334,3085.4429823031137,365.4419864331803,0,0,0
717,7,4,0.05012337422260949,2766.4419615070424,3109.297881383346,342.8559198763037,7.8,0.3,0.01
718,6,4,0.2546099104129223,2806.3815124959815,3134.9331075970194,328.55159510103795,0,22.93,0.46
719,7,4,0.2188578928697255,2775.6157332458793,3200.9204698935737,425.3047366476944,15.4,82.45,1.65
720,7,6,0.27427947276211206,2741.501904325612,3161.686816473918,420.184912148306,0.25,85.46,1.71
721,6,5,0.33523408849168007,2733.292256574745,3144.9022062208846,411.60994964613974,10.95,46.46,0.93
722,6,4,0.7373958747170649,2718.0703025925363,3096.5982799906187,378.5279773980824,9.65,12.29,0.25
723,8,5,0.8114298709913915,2779.2788807173583,3175.9781704480065,396.69928973064816,11.8,39.38,0.79
724,9,6,0.6630369271981966,2645.9272262673057,3142.7969751670553,496.86974889974954,14.55,46.87,0.94
725,7,5,0.09381201997423652,2776.012109195414,3187.300193934374,411.28808473896015,12.85,55.12,1.1
726,7,5,0.897900282150387,2698.947978128979,3279.4632721426256,580.5152940136468,49.1,90.01,1.8
727,6,4,0.037701599159240956,2803.548358766297,3202.578167230543,399.0298084642459,60.4,54.09,1.08
728,7,5,0.0323637540850153,2665.7595348430114,3128.232539181954,462.4730043389427,25.55,53.18,1.06
729,7,5,0.07194541278961823,2714.7393296504047,3017.205325118497,302.4659954680924,64.7,60.93,1.22
730,7,4,0.10836915526896562,2833.723972194279,3331.302179174299,497.5782069800198,0,0,0
731,8,5,0.30964524638656277,2715.7262832688884,3249.0214642367914,533.295180967903,0,49.47,0.99
732,6,4,0.1166547585216113,2710.4190487018295,3169.3501072611552,458.9310585593257,0,0,0
733,6,4,0.3183220008958948,2723.9237784591537,3092.0186697883987,368.094891329245,0,13.28,0.27
734,6,5,0.4238674329779686,2814.0890299618472,3144.9417170745883,330.852687112741,11.7,56.22,1.12
735,9,7,0.024820546329538094,2647.621707149536,3098.850545577025,451.2288384274889,54,98.49,1.97
736,6,5,0.06568215208171523,2792.8399068606127,3112.4049282114547,319.565021350842,75.35,93.64,1.87
737,6,5,0.016267057861453122,2647.144162205785,3124.6099790926814,477.4658168868964,44.95,46.78,0.94
738,6,3,0.22771061727733913,2822.301541501517,3218.2035391939803,395.9019976924633,0,0,0
739,7,5,0.693571337852972,2580.224989294932,3081.7591984062346,501.5342091113025,17.55,82.46,1.65
740,8,5,0.28822927673850746,2605.3651912502946,3128.502362416235,523.1371711659403,0.45,11.92,0.24
741,8,4,0.8940097486884506,2627.2925719681416,3188.274182712484,560.9816107443426,4.55,66.48,1.33
742,8,5,0.03089012920617633,2661.3372591045627,3140.7170800025583,479.3798208979956,0,0,0
743,7,5,0.05065136498522822,2750.0241561069324,3110.5550227489493,360.5308666420169,75.8,84.98,1.7
744,6,5,0.1430006814188136,2736.0794240459477,2975.280749921719,239.2013258757711,0,0,0
745,6,4,0.4430810341175121,2750.205916559606,3122.683927851741,372.47801129213485,26.6,53.93,1.08
746,6,4,0.10179806091652668,2832.426028585125,3119.8504155966352,287.42438701151013,50.2,89.35,1.79
747,7,6,0.06263295080267971,2765.887755620058,3098.6877051830584,332.79994956300015,50.9,63.26,1.27
748,8,6,0.0026406720268935444,2851.2201703909373,3207.465175533378,356.24500514244073,0,31.24,0.62
749,8,5,0.046033877155000576,2666.7109614138208,3091.966979492422,425.2560180786013,37.4,55.44,1.11
750,7,4,0.023822437028245727,2823.988043168823,3247.2452764078594,423.2572332390364,42.6,51.69,1.03
751,7,4,0.1615439640838242,2794.406793350033,3095.2763538463723,300.86956049633955,0,9.05,0.18
752,7,7,0.07533629359154397,2679.4215744905505,3064.164615401867,384.7430409113167,28.95,131.18,2.62
753,6,4,0.27991229929395717,2752.9330752664323,3123.994133147507,371.0610578810747,2.5,46.84,0.94
754,6,5,0.17793184467212556,2850.466216989502,3187.765997108709,337.2997801192073,65.1,143.08,2.86
755,7,4,0.10036900790998819,2753.796861799993,3099.732288908573,345.9354271085799,39.65,45.01,0.9
756,6,5,1.1032233808846386,2740.0115763409067,3183.958148335743,443.9465719948362,10.4,17.75,0.36
757,9,7,0.5815093237295548,2715.6092365454715,3160.0414732191693,444.43223667369784,0,8.27,0.17
758,5,4,0.2859799325102749,2674.0513209463834,3297.593451467564,623.5421305211808,1.85,0,0
759,8,5,0.051896321391773303,2726.5453278781747,3095.536932281763,368.9916044035881,42.35,59.61,1.19
760,8,5,0.9578239730939498,2718.535855058103,3173.555506670269,455.01965161216594,1.4,50.06,1
761,7,5,0.5576121254202647,2685.645072959528,3117.5134619381665,431.86838897863845,26.7,63.96,1.28
762,8,5,0.3336322927106195,2687.6503935146175,3127.3570994462643,439.70670593164687,7.15,30.96,0.62
763,7,4,0.017792565306613415,2711.691032013755,3124.6062840115246,412.9152519977697,9.95,97.37,1.95
764,7,5,0.03179740629978158,2594.901124169327,3182.540566743606,587.6394425742792,29.25,61.13,1.22
765,7,4,0.12331175697850418,2647.609376011886,3055.833240529826,408.22386451794,35.65,60.58,1.21
766,7,4,1.054856189090999,2643.27881545015,3029.7213689899177,386.4425535397677,6.15,37.54,0.75
767,7,5,0.8113192408781775,2845.3810433557246,3293.2841195871256,447.903076231401,6.5,28.83,0.58
768,6,5,0.3558162532421007,2633.4367705900736,3138.6553420340365,505.2185714439629,47.85,112.22,2.24
769,7,4,0.015033115631378886,2797.062664529963,3141.4987819427333,344.4361174127703,56.85,169.73,3.39
770,6,4,0.6063903760255009,2547.0263525876785,3179.451366487438,632.4250138997595,9.85,38.3,0.77
771,7,5,0.03971615220971968,2911.4092239779147,3213.883143539571,302.4739195616562,28.1,56.16,1.12
772,7,5,0.11169083263059608,2595.6158326382892,3164.1462966777985,568.5304640395093,34.05,113.18,2.26
773,7,5,0.029587707176400177,2765.5156754545565,3193.3789662798185,427.8632908252621,42.1,53.59,1.07
774,6,3,0.8724061787119217,2825.733929957906,3186.014557040302,360.28062708239577,7.85,33.09,0.66
775,8,5,0.2939536474709765,2689.669590571033,3133.5265167712137,443.8569262001806,14.75,101.71,2.03
776,8,6,0.14590042224389724,2665.4987357083996,3230.4211742665893,564.9224385581897,10.05,76.08,1.52
777,8,5,0.08350106421058534,2748.765076987467,3138.6722550567297,389.9071780692625,0,5.42,0.11
778,6,4,1.010608255354768,2724.6489061611196,3182.002095001713,457.35318884059325,28.25,50.67,1.01
779,8,6,0.007793605638226391,2852.2010182212243,3100.5536429237054,248.35262470248108,26.9,49.99,1
780,6,4,0.49015048560009195,2734.458536323205,3112.212632659691,377.7540963364859,35.95,44.03,0.88
781,7,4,0.6354310733989416,2662.582823410634,3152.378295708227,489.7954722975933,9.2,34.07,0.68
782,7,5,0.04755689022925681,2807.533936695896,3114.011790095602,306.47785339970596,22.6,50.27,1.01
783,7,4,0.8460971687167935,2713.833203612178,3121.1595124172377,407.32630880505985,4.4,43.09,0.86
784,6,4,0.07756451596260298,2774.4601611255434,3233.778380806247,459.31821968070335,121.15,163.92,3.28
785,7,5,0.04501023763154906,2774.7993913757023,3019.3652271799165,244.5658358042142,52.4,66.88,1.34
786,6,3,0.002363738653395935,2695.506783935599,3290.272292971607,594.7655090360081,42.4,58.87,1.18
787,7,4,0.3562985556198738,2671.479916561674,3128.920919973401,457.4410034117268,11.9,55.05,1.1
788,6,5,0.116866546781565,2736.7901510525353,3199.745401078258,462.95525002572276,32.15,52.32,1.05
789,9,5,0.10926127019407726,2754.786559074013,3293.759728431016,538.9731693570029,25,113.5,2.27
790,6,4,0.3839402151849003,2696.83614240748,3109.6315724145456,412.79543000706553,0,0,0
791,6,4,0.09956550232806327,2618.4015853318447,3058.14976150162,439.74817616977543,0,0,0
792,9,5,0.20087896107384484,2529.1675766086664,2996.697081646549,467.5295050378827,6.75,29.59,0.59
793,6,5,0.15565034269690442,2736.750715477086,3240.6058011155496,503.8550856384636,44.45,52.16,1.04
794,6,4,0.00932391829554953,2883.3523210452677,3215.2595321402064,331.9072110949387,26.05,53.45,1.07
795,7,5,0.1281710616210919,2780.8793140417024,3075.2010858154945,294.3217717737921,6.25,37.22,0.74
